timestamp,temp,motor_speed,current_draw,battery_voltage,pitch
113.0,63.5,400.9,7.39,4.036,2.96
114.0,63.71,436.9,7.85,4.034,3.25
115.0,63.8,397.1,7.19,4.028,3.01
116.0,64.05,404.5,7.34,4.035,3.41
117.0,64.13,399.5,7.67,4.032,3.32
118.0,64.32,382.5,6.93,4.029,3.45
119.0,64.39,417.1,7.5,4.024,3.42
120.0,64.33,411.3,7.58,4.032,3.72
121.0,64.48,411.9,7.6,4.033,3.82
122.0,64.95,386.4,7.23,4.021,4.04
123.0,65.19,421.0,7.64,4.019,4.27
124.0,65.36,379.0,6.66,4.023,4.57
125.0,65.53,408.8,7.66,4.018,4.69
126.0,65.67,432.9,7.46,4.017,4.9
127.0,65.89,385.1,7.04,4.02,4.96
128.0,65.96,391.5,6.92,4.006,5.18
129.0,66.29,401.5,7.21,4.02,5.64
130.0,66.52,392.4,7.15,4.013,5.58
131.0,66.77,376.7,6.92,4.009,6.01
132.0,67.01,401.0,7.3,4.009,5.99
133.0,67.14,384.1,7.28,4.008,6.18
134.0,67.39,407.1,7.4,3.998,6.45
135.0,67.63,386.2,6.94,4.013,6.61
136.0,67.78,423.2,7.74,4.004,6.6
137.0,67.87,388.3,7.26,4.004,6.68
138.0,68.06,395.2,6.88,4.005,6.81
139.0,68.32,412.2,7.5,3.994,6.92
140.0,68.37,381.5,7.06,4.0,7.03
141.0,68.39,403.4,7.19,3.995,6.98
142.0,68.54,419.6,7.77,3.999,7.06
143.0,68.66,375.9,6.81,3.983,7.16
144.0,68.82,402.8,7.27,3.991,7.01
145.0,68.98,403.9,7.22,3.987,6.96
146.0,69.07,411.7,7.38,3.991,6.72
147.0,69.36,381.4,6.7,3.99,6.53
148.0,69.34,380.2,6.61,3.983,6.73
149.0,69.4,407.8,7.64,3.981,6.57
150.0,69.51,404.5,7.1,3.983,6.39
151.0,69.52,403.8,7.06,3.978,6.32
152.0,69.63,405.2,6.85,3.985,6.14
153.0,69.9,389.8,6.92,3.977,6.09
154.0,70.06,403.5,6.99,3.963,5.8
155.0,70.19,404.4,7.59,3.974,5.53
156.0,70.19,389.3,7.24,3.97,5.51
157.0,70.3,428.0,7.48,3.965,5.19
158.0,70.35,407.1,7.76,3.966,5.07
159.0,70.45,382.1,7.13,3.971,4.77
160.0,70.7,409.8,7.28,3.976,4.55
161.0,70.89,385.4,6.48,3.969,4.43
162.0,70.86,411.8,7.84,3.963,4.24
163.0,70.95,417.4,7.18,3.967,4.1
164.0,71.15,387.7,6.69,3.961,3.86
165.0,71.37,414.5,7.62,3.958,3.54
166.0,71.63,406.2,7.78,3.954,3.53
167.0,71.61,412.3,7.66,3.95,3.52
168.0,71.62,428.5,7.74,3.955,3.3
169.0,71.59,396.3,7.26,3.956,3.2
170.0,71.7,388.7,7.2,3.954,3.24
171.0,71.86,386.7,7.15,3.951,3.01
172.0,72.09,387.8,7.07,3.947,2.88
173.0,72.23,398.8,7.2,3.953,2.99
174.0,72.3,405.1,7.26,3.942,2.95
175.0,72.42,404.2,7.11,3.951,2.92
176.0,72.39,412.4,7.33,3.941,3.03
177.0,72.75,400.2,6.86,3.941,3.15
178.0,72.68,421.8,7.51,3.935,3.17
179.0,72.76,396.0,6.94,3.939,3.3
180.0,73.09,440.8,7.59,3.945,3.56
181.0,73.24,409.4,7.38,3.941,3.46
182.0,73.35,387.1,7.29,3.942,3.67
183.0,73.45,383.9,7.14,3.938,3.74
184.0,73.53,407.2,6.99,3.929,3.87
185.0,73.76,396.6,6.95,3.931,4.07
186.0,73.62,410.7,7.55,3.927,4.27
187.0,73.85,407.1,7.11,3.936,4.54
188.0,73.8,398.9,7.14,3.922,4.94
189.0,73.86,387.3,7.12,3.931,4.83
190.0,73.9,377.3,6.67,3.93,5.06
191.0,74.06,393.3,7.12,3.933,5.29
192.0,73.96,412.8,7.13,3.921,5.54
193.0,74.11,403.2,7.13,3.925,5.71
194.0,74.38,381.3,6.98,3.931,6.0
195.0,74.36,402.6,6.92,3.915,5.8
196.0,74.47,405.8,7.37,3.909,5.97
197.0,74.49,386.7,7.0,3.906,6.31
198.0,74.61,402.3,7.35,3.918,6.61
199.0,74.68,400.9,7.26,3.903,6.47
200.0,74.67,382.9,7.22,3.909,6.43
201.0,74.83,405.4,7.31,3.912,6.88
202.0,75.08,408.4,7.24,3.909,6.92
203.0,75.13,416.2,7.47,3.909,6.84
204.0,75.27,415.8,7.55,3.906,6.89
205.0,75.17,379.3,6.9,3.91,6.9
206.0,75.15,385.9,7.0,3.898,7.0
207.0,75.26,407.7,7.18,3.898,6.91
208.0,75.48,407.7,7.18,3.896,6.97
209.0,75.57,407.7,7.04,3.902,6.57
210.0,75.58,457.8,8.42,3.901,6.69
211.0,75.67,408.6,7.08,3.897,6.56
212.0,75.6,417.0,7.32,3.9,6.53
213.0,75.74,414.3,7.27,3.886,6.37
214.0,75.9,409.8,7.53,3.899,6.35
215.0,75.92,395.3,7.07,3.897,5.93
216.0,75.95,411.4,7.62,3.892,5.95
217.0,76.05,388.4,6.89,3.895,5.82
218.0,76.09,396.4,7.2,3.877,5.76
219.0,76.18,392.7,6.92,3.881,5.33
220.0,76.43,401.2,7.65,3.878,5.21
221.0,76.45,434.7,7.48,3.884,4.8
222.0,76.47,372.0,6.84,3.874,4.54
223.0,76.47,410.3,7.48,3.882,4.67
224.0,76.59,375.8,6.92,3.883,4.39
225.0,76.73,392.9,7.06,3.878,4.32
226.0,76.71,416.3,7.42,3.875,3.89
227.0,76.91,401.0,7.22,3.867,3.91
228.0,77.12,383.8,6.93,3.866,3.88
229.0,77.14,389.3,7.23,3.875,3.59
230.0,77.0,410.2,7.8,3.872,3.45
231.0,77.19,389.0,6.92,3.866,3.31
232.0,77.15,403.2,6.97,3.863,3.05
233.0,77.28,400.7,7.19,3.853,3.27
234.0,77.11,390.2,7.57,3.857,3.01
235.0,77.29,432.2,7.52,3.87,3.08
236.0,77.25,409.5,7.67,3.852,2.85
237.0,77.35,369.6,7.08,3.858,2.88
238.0,77.42,402.8,7.13,3.861,3.16
239.0,77.36,390.1,7.16,3.848,3.02
240.0,77.36,412.8,7.72,3.854,3.26
241.0,77.5,388.1,6.95,3.856,3.18
242.0,77.56,398.3,7.13,3.85,3.1
243.0,77.65,407.6,7.2,3.863,3.48
244.0,77.9,413.0,7.19,3.839,3.46
245.0,77.84,382.0,6.8,3.851,3.73
246.0,78.02,395.0,6.88,3.844,3.82
247.0,78.06,392.9,7.1,3.847,3.83
248.0,78.02,390.2,6.9,3.844,4.18
249.0,77.96,426.5,7.64,3.837,4.57
250.0,78.01,406.1,6.98,3.84,4.59
251.0,78.19,712.2,11.95,3.827,4.69
252.0,78.21,777.5,13.03,3.837,5.79
253.0,78.4,813.7,13.01,3.833,5.3
254.0,78.29,781.0,12.99,3.832,5.5
255.0,78.38,704.4,12.01,3.832,4.65
256.0,78.27,735.5,11.99,3.826,5.91
257.0,78.35,788.0,13.35,3.822,6.73
258.0,78.48,728.8,12.22,3.814,5.41
259.0,78.48,763.3,12.51,3.813,7.38
260.0,78.22,773.2,12.79,3.82,6.31
261.0,78.26,722.2,12.14,3.818,5.81
262.0,78.34,748.2,12.44,3.808,7.44
263.0,78.4,652.8,11.1,3.807,6.52
264.0,78.6,719.3,11.8,3.8,7.45
265.0,78.52,742.4,12.37,3.808,6.68
266.0,79.01,712.6,11.61,3.803,6.91
267.0,79.63,799.0,13.16,3.807,7.38
268.0,79.94,707.1,11.63,3.79,7.23
269.0,80.47,736.8,12.1,3.79,5.39
270.0,80.82,753.9,12.76,3.791,6.06
271.0,81.21,793.2,13.32,3.79,7.66
272.0,81.76,706.9,11.93,3.783,6.74
273.0,82.12,784.9,12.75,3.778,6.34
274.0,82.48,750.3,12.39,3.784,5.57
275.0,82.93,720.6,12.25,3.781,5.67
276.0,83.21,763.9,12.69,3.77,4.78
277.0,83.52,756.0,13.0,3.779,6.17
278.0,83.89,732.0,12.26,3.775,5.61
279.0,84.13,752.1,12.52,3.768,5.14
280.0,84.59,738.4,12.21,3.765,5.68
281.0,84.97,753.4,12.53,3.765,5.83
282.0,85.25,769.9,12.72,3.755,7.02
283.0,85.51,797.6,13.31,3.757,3.94
284.0,86.0,712.9,12.08,3.744,5.88
285.0,86.31,814.0,13.25,3.756,5.53
286.0,86.71,691.4,11.31,3.742,3.93
287.0,87.1,745.4,12.01,3.755,4.52
288.0,87.58,767.6,12.82,3.743,3.81
289.0,87.92,758.4,12.36,3.741,4.14
290.0,88.21,731.3,11.74,3.736,5.04
291.0,88.73,743.8,12.43,3.736,4.16
292.0,89.31,735.2,12.73,3.742,3.94
293.0,89.74,732.3,12.18,3.72,3.06
294.0,90.11,775.5,13.0,3.736,2.1
295.0,90.35,760.7,12.63,3.729,3.03
296.0,90.62,729.2,12.12,3.719,4.08
297.0,91.03,777.0,13.04,3.717,1.84
298.0,91.48,759.2,12.53,3.728,2.18
299.0,91.92,774.4,12.87,3.712,3.1
300.0,92.38,768.9,12.8,3.709,2.22
301.0,92.46,725.1,11.94,3.718,2.39
302.0,92.85,733.2,12.4,3.711,2.73
303.0,93.09,772.4,12.75,3.702,2.03
304.0,93.36,768.3,12.57,3.706,2.42
305.0,93.64,749.4,12.55,3.697,3.86
306.0,94.15,753.5,12.32,3.705,2.37
307.0,94.79,788.3,13.03,3.702,2.26
308.0,95.13,732.3,12.18,3.697,3.18
309.0,95.45,766.4,12.91,3.694,4.43
310.0,95.81,743.9,12.45,3.698,3.86
311.0,96.16,743.5,12.35,3.687,3.82
312.0,96.46,783.0,13.11,3.678,4.41
313.0,96.92,774.8,13.1,3.684,3.17
314.0,97.26,774.4,12.93,3.689,5.16
315.0,97.61,789.2,13.04,3.671,5.27
316.0,97.9,750.6,12.2,3.672,4.84
317.0,98.21,770.5,12.54,3.674,6.17
318.0,98.58,740.7,12.25,3.669,4.66
319.0,98.79,759.7,12.47,3.662,6.65
320.0,99.0,746.1,12.35,3.67,6.05
321.0,99.13,752.9,12.5,3.673,5.83
322.0,99.48,767.9,12.82,3.66,6.25
323.0,99.79,725.5,12.07,3.652,6.33
324.0,100.12,812.8,13.49,3.646,7.52
325.0,100.53,719.8,12.01,3.653,5.8
326.0,100.76,713.6,11.51,3.655,6.16
327.0,101.12,784.7,12.78,3.649,7.68
328.0,101.3,773.7,12.78,3.644,6.44
329.0,101.53,768.7,12.49,3.639,7.69
330.0,101.88,768.9,12.85,3.634,8.35
331.0,102.17,749.6,12.75,3.641,6.68
332.0,102.37,723.1,12.29,3.639,7.53
333.0,102.57,752.3,12.44,3.624,6.03
334.0,102.64,729.7,12.44,3.637,7.51
335.0,102.82,779.3,12.92,3.629,6.99
336.0,103.13,745.6,12.32,3.631,7.12
337.0,103.43,725.2,11.96,3.615,6.12
338.0,103.66,740.4,12.24,3.612,5.18
339.0,103.96,762.4,12.56,3.616,6.78
340.0,104.13,733.1,12.23,3.617,4.57
341.0,104.2,725.3,12.11,3.621,5.8
342.0,104.5,757.3,12.56,3.613,6.64
343.0,104.77,757.3,12.65,3.606,5.85
344.0,105.02,734.8,12.46,3.599,7.07
345.0,105.19,735.9,12.43,3.608,6.13
346.0,105.19,757.0,12.26,3.594,4.59
347.0,105.49,706.6,11.29,3.605,4.94
348.0,105.63,707.8,12.0,3.593,4.68
349.0,105.73,728.4,11.85,3.6,3.25
350.0,106.03,743.6,12.31,3.593,3.58
351.0,106.16,759.3,12.36,3.587,3.7
352.0,106.41,794.3,12.75,3.582,2.34
353.0,106.64,775.7,12.94,3.58,3.84
354.0,106.9,745.2,12.53,3.582,3.45
355.0,106.92,749.4,12.33,3.578,2.17
356.0,107.19,719.9,11.48,3.572,3.71
357.0,107.4,749.4,12.33,3.572,3.85
358.0,107.55,741.3,12.4,3.57,3.36
359.0,107.74,759.7,12.3,3.557,2.85
360.0,107.73,725.2,12.11,3.567,3.53
361.0,107.92,765.6,12.68,3.558,3.56
362.0,107.89,796.0,13.26,3.554,3.25
363.0,107.89,746.7,12.42,3.549,2.35
364.0,107.85,762.1,12.44,3.546,3.25
365.0,108.12,770.7,13.0,3.546,4.03
366.0,108.22,738.0,12.24,3.546,2.66
367.0,108.56,756.7,12.55,3.557,4.9
368.0,108.7,750.4,12.27,3.542,2.9
369.0,108.7,752.9,12.41,3.543,3.46
370.0,108.74,726.8,11.93,3.542,3.03
371.0,108.94,750.7,12.43,3.538,3.89
372.0,109.07,764.9,13.02,3.535,2.48
373.0,109.17,793.5,12.83,3.526,3.61
374.0,109.33,778.8,12.56,3.537,3.35
375.0,109.5,814.6,13.71,3.536,4.52
376.0,109.78,727.0,12.06,3.516,5.4
377.0,110.14,776.2,12.71,3.517,5.32
378.0,110.25,755.5,12.74,3.518,3.1
379.0,110.26,815.7,13.31,3.512,6.84
380.0,110.4,725.8,12.45,3.517,5.64
381.0,110.55,724.8,12.21,3.508,4.97
382.0,110.61,732.0,12.08,3.52,5.91
383.0,110.64,686.3,11.93,3.513,6.1
384.0,110.81,734.2,12.09,3.506,5.6
385.0,110.9,727.2,12.26,3.508,6.45
386.0,111.04,754.5,12.58,3.505,5.95
387.0,111.14,760.3,12.86,3.494,6.24
388.0,111.28,806.3,13.61,3.49,6.13
389.0,111.33,778.5,12.88,3.492,5.64
390.0,111.66,732.7,12.04,3.494,6.98
391.0,111.86,723.0,12.14,3.488,7.4
392.0,111.82,764.8,12.54,3.477,7.38
393.0,111.88,710.4,12.26,3.478,7.65
394.0,111.93,804.9,13.3,3.479,7.26
395.0,111.99,785.4,12.91,3.477,6.56
396.0,112.09,735.9,12.28,3.484,7.62
397.0,112.04,698.6,11.41,3.465,5.81
398.0,112.03,790.6,12.86,3.472,6.1
399.0,112.02,746.6,12.64,3.475,5.95
400.0,112.16,787.1,12.88,3.476,7.48
401.0,112.3,702.2,11.52,3.46,7.24
402.0,112.38,732.0,12.29,3.462,6.74
403.0,112.61,750.2,12.69,3.46,7.05
404.0,112.71,751.4,12.61,3.456,5.33
405.0,112.77,736.5,12.45,3.452,6.13
406.0,113.03,768.7,12.58,3.452,5.57
407.0,113.29,718.0,11.69,3.435,6.15
408.0,113.26,745.7,12.69,3.448,5.19
409.0,113.52,753.6,12.44,3.443,4.77
410.0,113.75,765.4,12.63,3.439,5.31
411.0,113.73,771.3,13.04,3.447,5.38
412.0,113.84,716.3,12.06,3.431,3.95
413.0,114.13,704.0,11.85,3.43,4.25
414.0,114.14,788.3,13.46,3.44,3.27
415.0,114.19,760.0,12.47,3.423,1.94
416.0,114.32,727.5,12.3,3.422,3.94
417.0,114.44,796.5,13.16,3.421,4.11
418.0,114.61,753.5,12.56,3.424,3.69
419.0,114.76,785.4,13.29,3.418,1.8
420.0,114.9,752.0,12.58,3.408,2.98
421.0,114.87,811.8,13.48,3.409,1.39
422.0,115.01,802.7,13.45,3.406,4.19
423.0,115.24,742.5,12.26,3.406,2.18
424.0,115.31,779.1,12.72,3.406,4.02
425.0,115.42,769.4,12.53,3.404,3.76
426.0,115.4,791.1,12.67,3.39,2.29
427.0,115.51,721.1,12.43,3.402,2.13
428.0,115.61,770.6,12.54,3.395,3.36
429.0,115.78,781.8,12.88,3.398,2.47
430.0,115.98,697.2,11.6,3.391,3.32
431.0,116.02,714.5,11.98,3.392,2.95
432.0,116.22,688.8,11.7,3.387,2.03
433.0,116.21,741.9,12.5,3.389,1.81
434.0,116.36,771.5,12.66,3.382,3.92
435.0,116.43,795.1,13.09,3.376,3.45
436.0,116.62,752.2,12.54,3.386,3.63
437.0,116.74,798.9,13.13,3.376,4.81
438.0,116.79,708.6,12.15,3.372,5.38
439.0,116.98,698.9,11.78,3.36,4.42
440.0,117.02,748.3,12.57,3.358,4.56
441.0,116.95,761.5,12.76,3.363,5.44
442.0,117.2,749.0,12.67,3.36,4.15
443.0,117.42,688.0,11.56,3.354,5.61
444.0,117.4,747.3,12.15,3.355,6.07
445.0,117.47,710.9,11.94,3.36,6.36
446.0,117.45,770.1,12.62,3.353,4.44
447.0,117.49,761.0,12.51,3.341,5.55
448.0,117.59,721.8,12.14,3.344,5.61
449.0,117.66,734.6,12.47,3.338,6.54
450.0,117.7,718.2,11.98,3.338,6.97
451.0,117.71,748.1,12.48,3.335,7.9
452.0,117.74,778.7,13.22,3.332,6.4
453.0,117.7,720.4,12.05,3.326,6.48
454.0,117.71,765.1,13.2,3.329,7.86
455.0,117.72,734.1,12.32,3.324,7.21
456.0,117.88,726.2,11.74,3.31,8.01
457.0,118.11,746.8,12.55,3.333,7.23
458.0,118.05,718.9,12.06,3.325,6.05
459.0,118.11,733.4,12.46,3.315,5.87
460.0,118.19,714.1,12.05,3.315,5.64
461.0,118.31,808.9,13.31,3.306,7.33
462.0,118.39,751.1,12.22,3.318,7.66
463.0,118.5,729.0,12.09,3.317,8.08
464.0,118.61,756.4,12.38,3.306,7.14
465.0,118.51,746.6,12.28,3.308,7.25
466.0,118.66,743.4,12.47,3.301,5.7
467.0,118.87,768.4,13.06,3.291,5.08
468.0,118.82,772.7,12.87,3.293,6.5
469.0,118.94,734.1,11.97,3.293,5.97
470.0,119.05,732.7,12.28,3.288,5.53
471.0,119.03,741.7,12.57,3.286,5.56
472.0,119.2,680.9,11.29,3.285,5.31
473.0,119.46,704.5,11.74,3.282,5.87
474.0,119.43,791.0,13.07,3.281,5.69
475.0,119.32,799.3,13.03,3.272,4.89
476.0,119.47,742.5,12.47,3.272,4.94
477.0,119.57,767.3,12.69,3.266,4.49
478.0,119.57,759.3,12.67,3.275,3.54
479.0,119.76,842.4,13.66,3.257,4.35
480.0,119.66,783.6,12.87,3.271,2.48
481.0,119.78,746.2,12.54,3.269,4.31
482.0,119.82,721.3,11.95,3.258,2.39
483.0,120.07,701.8,12.07,3.244,3.47
484.0,120.28,756.1,12.46,3.253,2.48
485.0,120.23,727.3,12.15,3.252,3.53
486.0,120.23,707.3,12.0,3.245,3.01
487.0,120.27,730.6,11.88,3.245,1.73
488.0,120.21,717.6,11.61,3.253,3.34
489.0,120.3,800.6,12.9,3.246,2.55
490.0,120.4,776.4,13.1,3.236,3.75
491.0,120.25,749.8,12.34,3.23,3.09
492.0,120.31,794.4,13.63,3.233,3.48
493.0,120.3,752.3,12.37,3.231,2.48
494.0,120.39,724.2,12.1,3.233,2.88
495.0,120.61,795.7,13.44,3.225,3.11
496.0,120.53,766.2,13.09,3.227,4.3
497.0,120.61,718.9,12.4,3.232,5.11
498.0,120.59,744.3,12.61,3.224,3.28
499.0,120.61,723.7,12.26,3.217,4.96
500.0,120.7,708.5,11.95,3.214,2.55
501.0,120.74,104.6,2.93,3.213,4.36
502.0,120.79,109.5,2.73,3.22,4.57
503.0,120.86,93.0,2.43,3.21,4.73
504.0,120.9,102.8,2.74,3.213,4.91
505.0,120.93,96.7,2.62,3.213,5.31
506.0,120.84,97.6,2.57,3.209,5.44
507.0,120.89,97.0,2.79,3.204,5.69
508.0,121.22,95.7,2.83,3.212,5.91
509.0,121.35,100.2,2.72,3.21,6.05
510.0,121.33,95.8,2.93,3.212,6.25
511.0,121.28,101.4,2.49,3.206,6.33
512.0,121.36,99.7,2.66,3.215,6.36
513.0,121.46,98.8,2.54,3.204,6.71
514.0,121.53,95.5,2.26,3.216,6.66
515.0,121.49,97.1,2.64,3.198,6.72
516.0,120.75,103.8,2.73,3.209,6.87
517.0,120.04,102.5,3.04,3.208,6.85
518.0,119.29,95.1,2.75,3.201,6.94
519.0,118.35,100.5,2.5,3.207,7.03
520.0,117.6,103.8,3.13,3.211,7.03
521.0,116.8,91.7,2.82,3.193,6.88
522.0,116.12,102.7,2.86,3.206,6.88
523.0,115.73,96.7,2.61,3.19,6.98
524.0,115.08,102.9,2.55,3.197,6.84
525.0,114.38,96.2,2.57,3.21,6.9
526.0,113.78,91.0,2.78,3.198,6.69
527.0,113.15,91.9,2.95,3.194,6.56
528.0,112.52,100.2,3.01,3.199,6.16
529.0,111.88,101.3,2.62,3.21,6.22
530.0,111.43,95.5,2.41,3.19,5.97
531.0,110.67,103.2,2.78,3.193,5.74
532.0,110.11,91.7,2.22,3.205,5.62
533.0,109.38,99.7,2.76,3.206,5.51
534.0,108.79,93.9,2.58,3.196,5.26
535.0,108.12,96.7,2.56,3.19,4.93
536.0,107.47,100.2,2.38,3.206,4.89
537.0,106.84,95.7,2.74,3.203,4.55
538.0,106.33,98.1,2.56,3.198,4.44
539.0,105.81,105.0,2.54,3.19,4.2
540.0,105.09,97.1,2.08,3.193,4.03
541.0,104.51,104.2,2.76,3.192,3.96
542.0,103.88,94.4,2.97,3.194,3.62
543.0,103.21,102.6,3.07,3.199,3.77
544.0,102.61,107.2,2.72,3.196,3.26
545.0,102.0,87.6,2.39,3.186,3.26
546.0,101.7,96.0,2.73,3.197,3.26
547.0,101.15,102.9,2.54,3.191,3.2
548.0,100.47,99.0,2.75,3.193,3.07
549.0,99.87,101.9,2.88,3.196,3.03
550.0,99.42,97.0,2.9,3.183,3.05
551.0,99.08,100.4,2.69,3.187,2.98
552.0,98.4,99.2,2.65,3.184,3.15
553.0,97.68,105.8,2.61,3.179,3.13
554.0,97.35,101.3,2.55,3.188,3.19
555.0,96.83,101.7,2.68,3.198,3.08
556.0,96.24,97.9,2.74,3.176,3.26
557.0,95.82,97.6,2.85,3.184,3.34
558.0,95.1,97.8,2.51,3.187,3.4
559.0,94.61,102.0,3.03,3.184,3.67
560.0,94.14,97.9,2.61,3.182,3.74
561.0,93.76,101.4,2.72,3.176,4.02
562.0,93.18,110.4,2.71,3.183,4.03
563.0,92.72,104.4,2.28,3.177,4.49
564.0,92.18,98.4,2.85,3.17,4.42
565.0,91.77,106.0,2.94,3.186,4.73
566.0,91.23,98.0,2.61,3.184,4.98
567.0,90.73,89.8,2.56,3.179,5.05
568.0,90.19,95.0,2.73,3.18,5.39
569.0,89.8,90.6,2.25,3.183,5.37
570.0,89.46,98.2,2.57,3.179,5.83
571.0,89.01,100.1,2.86,3.181,5.87
572.0,88.6,108.4,2.57,3.175,5.99
573.0,88.02,101.6,2.78,3.182,6.18
574.0,87.6,98.9,2.41,3.177,6.45
575.0,87.18,104.1,2.86,3.176,6.45
576.0,87.04,88.9,2.53,3.168,6.55
577.0,86.52,101.2,2.39,3.175,6.71
578.0,86.24,103.9,2.99,3.169,6.71
579.0,85.95,92.6,2.44,3.17,7.08
580.0,85.6,105.7,2.62,3.168,6.9
